hash,author_name,committer_name,author_date,commit_date,num_lines_added,num_lines_deleted,num_lines_of_code,num_file_impacted,num_dirs_impacted,min_complexity,mean_complexity,max_complexity,entropy,bug_fixing,description_length,num_prior_commits,avg_prior_age,num_prior_commits_bug_fixing,num_future_commits_bug_fixing,fix_inducing,reviewer_id,reviewer_name,reviewer_vote,reviewer_is_core,num_prior_votes,pct_prior_pos_votes,pct_prior_neg_votes,pct_prior_pos_votes_core,pct_prior_neg_votes_core,change_id,pct_prior_commits_author_authored,pct_prior_commits_author_reviewed,pct_prior_commits_reviewer_authored,pct_prior_commits_reviewer_reviewed
002d711fb7f16a6d5c7977e82e30837287b553b8,Mark McLoughlin,Mark McLoughlin,2011-11-28 14:37:58+00:00,2011-12-07 12:44:16+00:00,314,318,8328,43,12,1,30.837209302325583,145,0.9239255253740852,False,45,10,20.6,8,7,True,679,Kevin L. Mitchell,1,False,0,0.0,0.0,0.0,0.0,I3a86fc01fc76825d6d1e86af882eb8245828ce5f,0.0,0.0,0.0,0.7
002d711fb7f16a6d5c7977e82e30837287b553b8,Mark McLoughlin,Mark McLoughlin,2011-11-28 14:37:58+00:00,2011-12-07 12:44:16+00:00,314,318,8328,43,12,1,30.837209302325583,145,0.9239255253740852,False,45,10,20.6,8,7,True,7,Jay Pipes,1,False,1,1.0,0.0,0.0,0.0,I3a86fc01fc76825d6d1e86af882eb8245828ce5f,0.0,0.0,0.2,0.6
002d711fb7f16a6d5c7977e82e30837287b553b8,Mark McLoughlin,Mark McLoughlin,2011-11-28 14:37:58+00:00,2011-12-07 12:44:16+00:00,314,318,8328,43,12,1,30.837209302325583,145,0.9239255253740852,False,45,10,20.6,8,7,True,360,Dan Prince,2,False,2,1.0,0.0,0.0,0.0,I3a86fc01fc76825d6d1e86af882eb8245828ce5f,0.0,0.0,0.0,0.2
00467964c768dc89128eb975ba7a0dbc0ffc4f2a,Jeremy Stanley,Jeremy Stanley,2014-02-10 02:59:56+00:00,2014-02-10 02:59:56+00:00,0,3,0,1,1,0,0.0,0,0.0,True,99,1,12.0,1,0,False,2,Monty Taylor,1,False,0,0.0,0.0,0.0,0.0,Ib10f5ef2fd747e38012384f1c6cbe147da8c2573,0.0,0.0,0.0,0.0
00467964c768dc89128eb975ba7a0dbc0ffc4f2a,Jeremy Stanley,Jeremy Stanley,2014-02-10 02:59:56+00:00,2014-02-10 02:59:56+00:00,0,3,0,1,1,0,0.0,0,0.0,True,99,1,12.0,1,0,False,6484,Feilong Wang,2,False,1,1.0,0.0,0.0,0.0,Ib10f5ef2fd747e38012384f1c6cbe147da8c2573,0.0,0.0,0.0,0.0
00467964c768dc89128eb975ba7a0dbc0ffc4f2a,Jeremy Stanley,Jeremy Stanley,2014-02-10 02:59:56+00:00,2014-02-10 02:59:56+00:00,0,3,0,1,1,0,0.0,0,0.0,True,99,1,12.0,1,0,False,616,Mark Washenberger,2,False,2,1.0,0.0,0.0,0.0,Ib10f5ef2fd747e38012384f1c6cbe147da8c2573,0.0,0.0,0.0,1.0
005526111dc2cfb90c53ea1577b2d847e19b1a40,Bo Wang,Bo Wang,2016-01-22 19:28:22+08:00,2016-01-22 19:40:20+08:00,16,0,189,3,3,8,18.5,29,0.8024052436705212,False,29,0,0.0,0,0,False,6159,Flavio Percoco Premoli,2,False,0,0.0,0.0,0.0,0.0,I40f6d9aab3ef334da46bd460eb6a4ed3948e951e,,,,
005526111dc2cfb90c53ea1577b2d847e19b1a40,Bo Wang,Bo Wang,2016-01-22 19:28:22+08:00,2016-01-22 19:40:20+08:00,16,0,189,3,3,8,18.5,29,0.8024052436705212,False,29,0,0.0,0,0,False,5202,Erno Kuvaja,2,False,1,1.0,0.0,0.0,0.0,I40f6d9aab3ef334da46bd460eb6a4ed3948e951e,,,,
0057aed72c6e92fbc7bfe27eb9a30f191eed3fd4,Stuart McLaren,Stuart McLaren,2013-10-03 11:24:35+00:00,2013-10-03 11:41:45+00:00,2,2,679,1,1,76,76.0,76,0.0,True,171,1,83.0,0,1,True,6549,Zhi Yan Liu,2,False,1,1.0,0.0,0.0,0.0,Ib0b11ec18aafbfb7f3d243bf149b94f93a1c13c9,0.0,0.0,0.0,1.0
0057aed72c6e92fbc7bfe27eb9a30f191eed3fd4,Stuart McLaren,Stuart McLaren,2013-10-03 11:24:35+00:00,2013-10-03 11:41:45+00:00,2,2,679,1,1,76,76.0,76,0.0,True,171,1,83.0,0,1,True,616,Mark Washenberger,2,False,1,1.0,0.0,0.0,0.0,Ib0b11ec18aafbfb7f3d243bf149b94f93a1c13c9,0.0,0.0,0.0,1.0
006254c5050176c9b569007f6ef7203e6067215d,Brian Waldon,Brian Waldon,2012-08-03 10:56:06-07:00,2012-08-06 11:45:34-07:00,33,3,356,4,3,89,89.0,89,0.7569448532996634,True,93,1,59.0,1,3,True,360,Dan Prince,2,False,0,0.0,0.0,0.0,0.0,Ie48646b0fc5398ba7cda2fb627b820f533482e00,0.0,1.0,0.0,0.0
006254c5050176c9b569007f6ef7203e6067215d,Brian Waldon,Brian Waldon,2012-08-03 10:56:06-07:00,2012-08-06 11:45:34-07:00,33,3,356,4,3,89,89.0,89,0.7569448532996634,True,93,1,59.0,1,3,True,2284,Eoghan Glynn,2,False,1,1.0,0.0,0.0,0.0,Ie48646b0fc5398ba7cda2fb627b820f533482e00,0.0,1.0,0.0,1.0
006254c5050176c9b569007f6ef7203e6067215d,Brian Waldon,Brian Waldon,2012-08-03 10:56:06-07:00,2012-08-06 11:45:34-07:00,33,3,356,4,3,89,89.0,89,0.7569448532996634,True,93,1,59.0,1,3,True,1132,Brian Waldon,2,False,2,1.0,0.0,0.0,0.0,Ie48646b0fc5398ba7cda2fb627b820f533482e00,0.0,1.0,0.0,1.0
006a4e5e31a12d049c3d6308c3a2d73f57cd980f,Brian Lamar,Brian Lamar,2013-07-25 11:53:49-04:00,2013-07-25 11:56:08-04:00,16,3,1227,2,2,90,90.0,90,0.9819407868640976,True,53,1,224.0,0,4,True,2835,Brian Elliott,1,False,0,0.0,0.0,0.0,0.0,I9663ed333e93529beba4a0736d3b9207bd4f150d,0.0,0.0,0.0,0.0
006a4e5e31a12d049c3d6308c3a2d73f57cd980f,Brian Lamar,Brian Lamar,2013-07-25 11:53:49-04:00,2013-07-25 11:56:08-04:00,16,3,1227,2,2,90,90.0,90,0.9819407868640976,True,53,1,224.0,0,4,True,1030,Chris Behrens,1,False,1,1.0,0.0,0.0,0.0,I9663ed333e93529beba4a0736d3b9207bd4f150d,0.0,0.0,0.0,0.0
006a4e5e31a12d049c3d6308c3a2d73f57cd980f,Brian Lamar,Brian Lamar,2013-07-25 11:53:49-04:00,2013-07-25 11:56:08-04:00,16,3,1227,2,2,90,90.0,90,0.9819407868640976,True,53,1,224.0,0,4,True,6493,John Bresnahan,2,False,2,1.0,0.0,0.0,0.0,I9663ed333e93529beba4a0736d3b9207bd4f150d,0.0,0.0,0.0,0.0
006a4e5e31a12d049c3d6308c3a2d73f57cd980f,Brian Lamar,Brian Lamar,2013-07-25 11:53:49-04:00,2013-07-25 11:56:08-04:00,16,3,1227,2,2,90,90.0,90,0.9819407868640976,True,53,1,224.0,0,4,True,4463,iccha-sethi,2,False,3,1.0,0.0,0.0,0.0,I9663ed333e93529beba4a0736d3b9207bd4f150d,0.0,0.0,0.0,0.0
007b3ef39f2666609bdc03d8065b7551382d8e90,Kamil Rykowski,Kamil Rykowski,2015-04-08 17:47:53+02:00,2015-04-08 17:47:53+02:00,9,6,0,1,1,0,0.0,0,0.0,True,48,1,1072.0,1,0,False,11356,Louis Taylor,2,False,0,0.0,0.0,0.0,0.0,I0a8e9beb43a0296bd5d1c94460a3e7e0e685138b,0.0,0.0,0.0,0.0
007b3ef39f2666609bdc03d8065b7551382d8e90,Kamil Rykowski,Kamil Rykowski,2015-04-08 17:47:53+02:00,2015-04-08 17:47:53+02:00,9,6,0,1,1,0,0.0,0,0.0,True,48,1,1072.0,1,0,False,6159,Flavio Percoco Premoli,2,False,1,1.0,0.0,0.0,0.0,I0a8e9beb43a0296bd5d1c94460a3e7e0e685138b,0.0,0.0,0.0,0.0
00828ec4b5a796f6b6a3e57e4eeeed77b94864e3,Ian Cordasco,Ian Cordasco,2017-02-27 10:33:18-06:00,2017-02-27 10:33:18-06:00,19,6,0,1,1,0,0.0,0,0.0,True,33,1,209.0,0,1,True,8158,Hemanth Makkapati,2,False,0,0.0,0.0,0.0,0.0,Ie73826f054af6457d1e687f5bc58d16d18ce8a11,0.0,0.0,0.0,1.0
00828ec4b5a796f6b6a3e57e4eeeed77b94864e3,Ian Cordasco,Ian Cordasco,2017-02-27 10:33:18-06:00,2017-02-27 10:33:18-06:00,19,6,0,1,1,0,0.0,0,0.0,True,33,1,209.0,0,1,True,10607,Alexandra Settle,1,False,1,1.0,0.0,0.0,0.0,Ie73826f054af6457d1e687f5bc58d16d18ce8a11,0.0,0.0,0.0,0.0
00828ec4b5a796f6b6a3e57e4eeeed77b94864e3,Ian Cordasco,Ian Cordasco,2017-02-27 10:33:18-06:00,2017-02-27 10:33:18-06:00,19,6,0,1,1,0,0.0,0,0.0,True,33,1,209.0,0,1,True,21722,Dharini Chandrasekar,2,False,2,1.0,0.0,0.0,0.0,Ie73826f054af6457d1e687f5bc58d16d18ce8a11,0.0,0.0,0.0,0.0
00828ec4b5a796f6b6a3e57e4eeeed77b94864e3,Ian Cordasco,Ian Cordasco,2017-02-27 10:33:18-06:00,2017-02-27 10:33:18-06:00,19,6,0,1,1,0,0.0,0,0.0,True,33,1,209.0,0,1,True,5314,Brian Rosmaita,2,True,3,1.0,0.0,0.0,0.0,Ie73826f054af6457d1e687f5bc58d16d18ce8a11,0.0,0.0,0.0,0.0
00947431fc93ede32086922e7e8cecb02d1e4121,tobe,Louis Taylor,2015-05-15 12:12:37+08:00,2015-05-15 13:48:13+00:00,1,1,0,1,1,0,0.0,0,0.0,True,14,0,0.0,0,0,False,11356,Louis Taylor,2,False,0,0.0,0.0,0.0,0.0,I87df3405dcf2538b2db6f0443519cc85bd4139f5,,,,
00a01d012c1f9dce7ed66fdd8027b58d0035c7d7,Andreas Jaeger,Andreas Jaeger,2016-02-21 19:34:11+01:00,2016-02-24 15:15:25+01:00,9,29,0,1,1,0,0.0,0,0.0,False,76,1,110.0,0,1,True,6159,Flavio Percoco Premoli,2,False,1,1.0,0.0,1.0,0.0,I218f16c585b7b8a9ea73c6cf1c5b0aef2dcde015,0.0,0.0,0.0,1.0
00a01d012c1f9dce7ed66fdd8027b58d0035c7d7,Andreas Jaeger,Andreas Jaeger,2016-02-21 19:34:11+01:00,2016-02-24 15:15:25+01:00,9,29,0,1,1,0,0.0,0,0.0,False,76,1,110.0,0,1,True,2537,Nikhil Komawar,2,True,1,1.0,0.0,0.0,0.0,I218f16c585b7b8a9ea73c6cf1c5b0aef2dcde015,0.0,0.0,0.0,0.0
00ac2c725097567ab090079db799e70a6f549794,Major Hayden,Major Hayden,2011-12-28 10:17:52-06:00,2011-12-28 10:25:37-06:00,3,2,210,2,2,31,31.0,31,0.7219280948873623,True,15,1,9.0,1,1,True,679,Kevin L. Mitchell,2,False,0,0.0,0.0,0.0,0.0,I18f5bf43f390c8a69f49e5f038acb9dcd80ca502,0.0,0.0,0.0,1.0
00ac2c725097567ab090079db799e70a6f549794,Major Hayden,Major Hayden,2011-12-28 10:17:52-06:00,2011-12-28 10:25:37-06:00,3,2,210,2,2,31,31.0,31,0.7219280948873623,True,15,1,9.0,1,1,True,360,Dan Prince,2,False,1,1.0,0.0,0.0,0.0,I18f5bf43f390c8a69f49e5f038acb9dcd80ca502,0.0,0.0,0.0,0.0
00cc32ccf6847ef649fbb9c1905f823c91903f44,Alex Meade,Alex Meade,2013-05-07 13:22:10-04:00,2013-05-08 10:30:07-04:00,1,1,1126,1,1,59,59.0,59,0.0,True,43,1,85.0,1,0,False,6159,Flavio Percoco Premoli,2,False,0,0.0,0.0,0.0,0.0,I8b99a4156ce72cb278c9c173a27253ab191dd451,0.0,0.0,0.0,0.0
00cc32ccf6847ef649fbb9c1905f823c91903f44,Alex Meade,Alex Meade,2013-05-07 13:22:10-04:00,2013-05-08 10:30:07-04:00,1,1,1126,1,1,59,59.0,59,0.0,True,43,1,85.0,1,0,False,6493,John Bresnahan,2,False,1,1.0,0.0,0.0,0.0,I8b99a4156ce72cb278c9c173a27253ab191dd451,0.0,0.0,0.0,1.0
00ff9367f25d34ea43aceb40a6146d8d53e5c06f,sridevik,sridevik,2013-09-19 01:34:59-05:00,2013-10-11 07:04:28-05:00,12,2,429,2,2,26,35.0,44,0.9402859586706308,True,42,1,24.0,1,3,True,6484,Feilong Wang,1,False,3,0.3333333333333333,0.6666666666666666,0.0,0.0,I4cf5c49d2a6d2157a38467d9f7bcb20c4562b642,1.0,0.0,0.0,0.0
00ff9367f25d34ea43aceb40a6146d8d53e5c06f,sridevik,sridevik,2013-09-19 01:34:59-05:00,2013-10-11 07:04:28-05:00,12,2,429,2,2,26,35.0,44,0.9402859586706308,True,42,1,24.0,1,3,True,7703,Venkatesh Sampath,-1,False,1,0.0,1.0,0.0,0.0,I4cf5c49d2a6d2157a38467d9f7bcb20c4562b642,1.0,0.0,0.0,0.0
00ff9367f25d34ea43aceb40a6146d8d53e5c06f,sridevik,sridevik,2013-09-19 01:34:59-05:00,2013-10-11 07:04:28-05:00,12,2,429,2,2,26,35.0,44,0.9402859586706308,True,42,1,24.0,1,3,True,6549,Zhi Yan Liu,2,False,5,0.6,0.4,0.0,0.0,I4cf5c49d2a6d2157a38467d9f7bcb20c4562b642,1.0,0.0,0.0,1.0
00ff9367f25d34ea43aceb40a6146d8d53e5c06f,sridevik,sridevik,2013-09-19 01:34:59-05:00,2013-10-11 07:04:28-05:00,12,2,429,2,2,26,35.0,44,0.9402859586706308,True,42,1,24.0,1,3,True,177,Alex Meade,2,False,5,0.6,0.4,0.0,0.0,I4cf5c49d2a6d2157a38467d9f7bcb20c4562b642,1.0,0.0,0.0,1.0
00ff9367f25d34ea43aceb40a6146d8d53e5c06f,sridevik,sridevik,2013-09-19 01:34:59-05:00,2013-10-11 07:04:28-05:00,12,2,429,2,2,26,35.0,44,0.9402859586706308,True,42,1,24.0,1,3,True,8574,Qin Zhao,1,False,4,0.5,0.5,0.0,0.0,I4cf5c49d2a6d2157a38467d9f7bcb20c4562b642,1.0,0.0,0.0,0.0
00ff9367f25d34ea43aceb40a6146d8d53e5c06f,sridevik,sridevik,2013-09-19 01:34:59-05:00,2013-10-11 07:04:28-05:00,12,2,429,2,2,26,35.0,44,0.9402859586706308,True,42,1,24.0,1,3,True,4463,iccha-sethi,-1,False,5,0.8,0.2,0.0,0.0,I4cf5c49d2a6d2157a38467d9f7bcb20c4562b642,1.0,0.0,0.0,1.0
01033f5c64be116b28f5e6f11622ffb507d0ed29,Flavio Percoco,Flavio Percoco,2014-09-09 10:54:48+02:00,2014-09-12 15:53:12+00:00,0,2,361,2,2,13,14.0,15,1.0,False,25,1,4.0,1,0,False,11600,Michał Dulko,1,False,0,0.0,0.0,0.0,0.0,I7726c098fec1160549251b3dd30ae02bd89bcadc,1.0,0.0,0.0,0.0
01033f5c64be116b28f5e6f11622ffb507d0ed29,Flavio Percoco,Flavio Percoco,2014-09-09 10:54:48+02:00,2014-09-12 15:53:12+00:00,0,2,361,2,2,13,14.0,15,1.0,False,25,1,4.0,1,0,False,2537,Nikhil Komawar,2,True,1,1.0,0.0,0.0,0.0,I7726c098fec1160549251b3dd30ae02bd89bcadc,1.0,0.0,0.0,1.0
01033f5c64be116b28f5e6f11622ffb507d0ed29,Flavio Percoco,Flavio Percoco,2014-09-09 10:54:48+02:00,2014-09-12 15:53:12+00:00,0,2,361,2,2,13,14.0,15,1.0,False,25,1,4.0,1,0,False,6159,Flavio Percoco Premoli,2,False,2,1.0,0.0,0.5,0.0,I7726c098fec1160549251b3dd30ae02bd89bcadc,1.0,0.0,0.0,0.0
01033f5c64be116b28f5e6f11622ffb507d0ed29,Flavio Percoco,Flavio Percoco,2014-09-09 10:54:48+02:00,2014-09-12 15:53:12+00:00,0,2,361,2,2,13,14.0,15,1.0,False,25,1,4.0,1,0,False,12395,Roman Vasylets,1,False,3,1.0,0.0,0.3333333333333333,0.0,I7726c098fec1160549251b3dd30ae02bd89bcadc,1.0,0.0,0.0,0.0
01033f5c64be116b28f5e6f11622ffb507d0ed29,Flavio Percoco,Flavio Percoco,2014-09-09 10:54:48+02:00,2014-09-12 15:53:12+00:00,0,2,361,2,2,13,14.0,15,1.0,False,25,1,4.0,1,0,False,6549,Zhi Yan Liu,2,False,4,1.0,0.0,0.25,0.0,I7726c098fec1160549251b3dd30ae02bd89bcadc,1.0,0.0,0.0,1.0
01033f5c64be116b28f5e6f11622ffb507d0ed29,Flavio Percoco,Flavio Percoco,2014-09-09 10:54:48+02:00,2014-09-12 15:53:12+00:00,0,2,361,2,2,13,14.0,15,1.0,False,25,1,4.0,1,0,False,9236,Jon Bernard,1,False,5,1.0,0.0,0.2,0.0,I7726c098fec1160549251b3dd30ae02bd89bcadc,1.0,0.0,0.0,0.0
010c0801bdf6172690451c4e4364af7196f8e54f,Venkatesh Sampath,Venkatesh Sampath,2014-01-08 12:08:21+05:18,2014-02-12 16:53:23+05:18,455,241,8356,17,10,40,87.0,228,0.9290460749618789,False,96,8,83.875,5,2,True,2537,Nikhil Komawar,-1,True,4,0.75,0.25,0.0,0.0,I4fbadc9a97e3147128c7c733384c7bb50918806f,0.25,0.0,0.0,0.375
010c0801bdf6172690451c4e4364af7196f8e54f,Venkatesh Sampath,Venkatesh Sampath,2014-01-08 12:08:21+05:18,2014-02-12 16:53:23+05:18,455,241,8356,17,10,40,87.0,228,0.9290460749618789,False,96,8,83.875,5,2,True,9,LaunchpadSync,-2,False,1,0.0,1.0,0.0,1.0,I4fbadc9a97e3147128c7c733384c7bb50918806f,0.25,0.0,0.0,0.0
010c0801bdf6172690451c4e4364af7196f8e54f,Venkatesh Sampath,Venkatesh Sampath,2014-01-08 12:08:21+05:18,2014-02-12 16:53:23+05:18,455,241,8356,17,10,40,87.0,228,0.9290460749618789,False,96,8,83.875,5,2,True,4463,iccha-sethi,1,False,2,0.0,1.0,0.0,0.5,I4fbadc9a97e3147128c7c733384c7bb50918806f,0.25,0.0,0.0,0.5
010c0801bdf6172690451c4e4364af7196f8e54f,Venkatesh Sampath,Venkatesh Sampath,2014-01-08 12:08:21+05:18,2014-02-12 16:53:23+05:18,455,241,8356,17,10,40,87.0,228,0.9290460749618789,False,96,8,83.875,5,2,True,7531,Sridevi Koushik,1,False,3,0.3333333333333333,0.6666666666666666,0.0,0.5,I4fbadc9a97e3147128c7c733384c7bb50918806f,0.25,0.0,0.0,0.125
010c0801bdf6172690451c4e4364af7196f8e54f,Venkatesh Sampath,Venkatesh Sampath,2014-01-08 12:08:21+05:18,2014-02-12 16:53:23+05:18,455,241,8356,17,10,40,87.0,228,0.9290460749618789,False,96,8,83.875,5,2,True,6549,Zhi Yan Liu,-1,False,4,0.5,0.5,0.0,0.5,I4fbadc9a97e3147128c7c733384c7bb50918806f,0.25,0.0,0.0,0.625
010c0801bdf6172690451c4e4364af7196f8e54f,Venkatesh Sampath,Venkatesh Sampath,2014-01-08 12:08:21+05:18,2014-02-12 16:53:23+05:18,455,241,8356,17,10,40,87.0,228,0.9290460749618789,False,96,8,83.875,5,2,True,177,Alex Meade,2,False,5,0.4,0.6,0.0,0.3333333333333333,I4fbadc9a97e3147128c7c733384c7bb50918806f,0.25,0.0,0.0,0.375
010c0801bdf6172690451c4e4364af7196f8e54f,Venkatesh Sampath,Venkatesh Sampath,2014-01-08 12:08:21+05:18,2014-02-12 16:53:23+05:18,455,241,8356,17,10,40,87.0,228,0.9290460749618789,False,96,8,83.875,5,2,True,6484,Feilong Wang,2,False,6,0.5,0.5,0.0,0.3333333333333333,I4fbadc9a97e3147128c7c733384c7bb50918806f,0.25,0.0,0.0,0.375
011235fb2f22973c3792198c8307cc83cbd1cc87,bria4010,bria4010,2016-06-22 17:08:34-04:00,2016-06-29 12:29:01-04:00,756,1,0,13,3,0,0.0,0,0.8093877504670274,False,47,1,7.0,0,1,True,2537,Nikhil Komawar,2,True,0,0.0,0.0,0.0,0.0,I02ea9052c00c069a03c58b17893a5e93828e172d,1.0,0.0,0.0,0.0
0118103eec9f770fd9013d61f17865598db3737e,Nikhil Komawar,Nikhil Komawar,2014-02-25 23:28:04-06:00,2014-04-08 11:58:00-04:00,227,64,5256,13,7,41,70.84615384615384,124,0.8335364398130614,True,59,5,102.4,1,2,True,177,Alex Meade,2,False,1,1.0,0.0,0.0,0.0,I0b406e4662cfd3cb496b71be77ad10a90c178baa,0.0,0.6,0.0,0.4
0118103eec9f770fd9013d61f17865598db3737e,Nikhil Komawar,Nikhil Komawar,2014-02-25 23:28:04-06:00,2014-04-08 11:58:00-04:00,227,64,5256,13,7,41,70.84615384615384,124,0.8335364398130614,True,59,5,102.4,1,2,True,8759,Arnaud Legendre,2,False,1,0.0,1.0,0.0,0.0,I0b406e4662cfd3cb496b71be77ad10a90c178baa,0.0,0.6,0.0,0.0
012cce529f9201124ca864a9bca205df4db7296f,Brian Rosmaita,Brian Rosmaita,2018-04-12 18:08:08-04:00,2018-04-12 18:09:45-04:00,43,0,0,1,1,0,0.0,0,0.0,True,45,0,0.0,0,0,False,11904,Sean McGinnis,2,True,0,0.0,0.0,0.0,0.0,Ic215e7367b49df1ac837a4a1fa56effa7d9f7a61,,,,
012cce529f9201124ca864a9bca205df4db7296f,Brian Rosmaita,Brian Rosmaita,2018-04-12 18:08:08-04:00,2018-04-12 18:09:45-04:00,43,0,0,1,1,0,0.0,0,0.0,True,45,0,0.0,0,0,False,5202,Erno Kuvaja,2,False,1,1.0,0.0,1.0,0.0,Ic215e7367b49df1ac837a4a1fa56effa7d9f7a61,,,,
0135c4265380988a5a02b1cefa837b919fd1a8f4,Brian Waldon,Brian Waldon,2011-11-10 10:33:07-05:00,2011-11-10 13:05:20-05:00,47,147,752,4,3,10,40.25,60,0.6957527543281675,True,18,1,0.0,1,1,True,679,Kevin L. Mitchell,1,False,0,0.0,0.0,0.0,0.0,I53923bcf1fe13d63f7242cf328eb53e37d28285e,0.0,1.0,0.0,1.0
0135c4265380988a5a02b1cefa837b919fd1a8f4,Brian Waldon,Brian Waldon,2011-11-10 10:33:07-05:00,2011-11-10 13:05:20-05:00,47,147,752,4,3,10,40.25,60,0.6957527543281675,True,18,1,0.0,1,1,True,7,Jay Pipes,2,False,1,1.0,0.0,0.0,0.0,I53923bcf1fe13d63f7242cf328eb53e37d28285e,0.0,1.0,1.0,0.0
0135c4265380988a5a02b1cefa837b919fd1a8f4,Brian Waldon,Brian Waldon,2011-11-10 10:33:07-05:00,2011-11-10 13:05:20-05:00,47,147,752,4,3,10,40.25,60,0.6957527543281675,True,18,1,0.0,1,1,True,1132,Brian Waldon,2,False,2,1.0,0.0,0.0,0.0,I53923bcf1fe13d63f7242cf328eb53e37d28285e,0.0,1.0,0.0,1.0
0142e27e91df49c03250224713dcfff5396ab867,Olena Logvinova,Olena Logvinova,2015-10-09 18:49:14+03:00,2015-10-14 14:11:42+00:00,6,0,0,2,2,0,0.0,0,0.0,True,55,0,0.0,0,0,False,11391,Mike Fedosin,1,False,8,0.75,0.25,0.1666666666666666,0.0,Ic8aadd03b5d28744b8995701fe584e2647077b0b,,,,
0142e27e91df49c03250224713dcfff5396ab867,Olena Logvinova,Olena Logvinova,2015-10-09 18:49:14+03:00,2015-10-14 14:11:42+00:00,6,0,0,2,2,0,0.0,0,0.0,True,55,0,0.0,0,0,False,15054,wangxiyuan,1,False,8,0.75,0.25,0.1666666666666666,0.0,Ic8aadd03b5d28744b8995701fe584e2647077b0b,,,,
0142e27e91df49c03250224713dcfff5396ab867,Olena Logvinova,Olena Logvinova,2015-10-09 18:49:14+03:00,2015-10-14 14:11:42+00:00,6,0,0,2,2,0,0.0,0,0.0,True,55,0,0.0,0,0,False,14676,Kairat Kushaev,1,False,8,0.75,0.25,0.1666666666666666,0.0,Ic8aadd03b5d28744b8995701fe584e2647077b0b,,,,
0142e27e91df49c03250224713dcfff5396ab867,Olena Logvinova,Olena Logvinova,2015-10-09 18:49:14+03:00,2015-10-14 14:11:42+00:00,6,0,0,2,2,0,0.0,0,0.0,True,55,0,0.0,0,0,False,9178,Sayali Lunkad,1,False,8,0.75,0.25,0.1666666666666666,0.0,Ic8aadd03b5d28744b8995701fe584e2647077b0b,,,,
0142e27e91df49c03250224713dcfff5396ab867,Olena Logvinova,Olena Logvinova,2015-10-09 18:49:14+03:00,2015-10-14 14:11:42+00:00,6,0,0,2,2,0,0.0,0,0.0,True,55,0,0.0,0,0,False,16658,Darja Shakhray,1,False,8,0.75,0.25,0.1666666666666666,0.0,Ic8aadd03b5d28744b8995701fe584e2647077b0b,,,,
0142e27e91df49c03250224713dcfff5396ab867,Olena Logvinova,Olena Logvinova,2015-10-09 18:49:14+03:00,2015-10-14 14:11:42+00:00,6,0,0,2,2,0,0.0,0,0.0,True,55,0,0.0,0,0,False,8158,Hemanth Makkapati,-1,False,5,1.0,0.0,0.0,0.0,Ic8aadd03b5d28744b8995701fe584e2647077b0b,,,,
0142e27e91df49c03250224713dcfff5396ab867,Olena Logvinova,Olena Logvinova,2015-10-09 18:49:14+03:00,2015-10-14 14:11:42+00:00,6,0,0,2,2,0,0.0,0,0.0,True,55,0,0.0,0,0,False,2537,Nikhil Komawar,2,True,6,0.8333333333333334,0.1666666666666666,0.0,0.0,Ic8aadd03b5d28744b8995701fe584e2647077b0b,,,,
0142e27e91df49c03250224713dcfff5396ab867,Olena Logvinova,Olena Logvinova,2015-10-09 18:49:14+03:00,2015-10-14 14:11:42+00:00,6,0,0,2,2,0,0.0,0,0.0,True,55,0,0.0,0,0,False,16237,venkatamahesh,1,False,7,0.8571428571428571,0.1428571428571428,0.1666666666666666,0.0,Ic8aadd03b5d28744b8995701fe584e2647077b0b,,,,
0142e27e91df49c03250224713dcfff5396ab867,Olena Logvinova,Olena Logvinova,2015-10-09 18:49:14+03:00,2015-10-14 14:11:42+00:00,6,0,0,2,2,0,0.0,0,0.0,True,55,0,0.0,0,0,False,5202,Erno Kuvaja,2,False,8,0.875,0.125,0.1428571428571428,0.0,Ic8aadd03b5d28744b8995701fe584e2647077b0b,,,,
014d3f9ee378a0c621c2ad1fad4c7338349b98ff,Monty Taylor,Mark Washenberger,2012-07-07 16:10:17-05:00,2012-08-12 16:10:03+00:00,339,68,520,10,6,18,32.333333333333336,57,0.5400328947770139,False,20,9,155.88888888888889,5,6,True,1132,Brian Waldon,2,False,2,0.5,0.5,0.0,0.0,Id6876b55554c358fbd29e7ef8377f42a72a98301,0.1111111111111111,0.0,0.1111111111111111,0.3333333333333333
014d3f9ee378a0c621c2ad1fad4c7338349b98ff,Monty Taylor,Mark Washenberger,2012-07-07 16:10:17-05:00,2012-08-12 16:10:03+00:00,339,68,520,10,6,18,32.333333333333336,57,0.5400328947770139,False,20,9,155.88888888888889,5,6,True,2,Monty Taylor,-2,False,1,1.0,0.0,0.0,0.0,Id6876b55554c358fbd29e7ef8377f42a72a98301,0.1111111111111111,0.0,0.1111111111111111,0.0
014d3f9ee378a0c621c2ad1fad4c7338349b98ff,Monty Taylor,Mark Washenberger,2012-07-07 16:10:17-05:00,2012-08-12 16:10:03+00:00,339,68,520,10,6,18,32.333333333333336,57,0.5400328947770139,False,20,9,155.88888888888889,5,6,True,616,Mark Washenberger,2,False,2,0.5,0.5,0.0,0.0,Id6876b55554c358fbd29e7ef8377f42a72a98301,0.1111111111111111,0.0,0.0,0.1111111111111111
