hash,author_name,committer_name,author_date,commit_date,num_lines_added,num_lines_deleted,num_lines_of_code,num_file_impacted,num_dirs_impacted,min_complexity,mean_complexity,max_complexity,entropy,bug_fixing,description_length,num_prior_commits,avg_prior_age,num_prior_commits_bug_fixing,num_future_commits_bug_fixing,fix_inducing,reviewer_id,reviewer_name,reviewer_vote,reviewer_is_core,num_prior_votes,pct_prior_pos_votes,pct_prior_neg_votes,pct_prior_pos_votes_core,pct_prior_neg_votes_core,change_id,pct_prior_commits_author_authored,pct_prior_commits_author_reviewed,pct_prior_commits_reviewer_authored,pct_prior_commits_reviewer_reviewed
99fb66ca80cb0f6f4c3e25b1907a9bf6c630fdb1,Victor Sergeyev,Victor Sergeyev,2013-11-22 18:20:08+02:00,2014-01-25 11:04:55+02:00,31,144,1359,6,6,2,35.4,128,0.5113445552881682,False,36,17,326.47058823529414,10,2,True,6484,Feilong Wang,2,False,7,0.8571428571428571,0.1428571428571428,0.0,0.0,Ib7e2e478a84a90cc9c773f2733dc60b88834fd23,0.0,0.0,0.0,0.17647058823529413
9a01d5389ac3235279f75256815e23e49ebc0c6a,John Bresnahan,John Bresnahan,2013-03-04 09:19:55-10:00,2013-03-04 09:36:29-10:00,106,0,62,1,1,9,9.0,9,0.0,True,57,0,0.0,0,1,True,616,Mark Washenberger,2,False,1,1.0,0.0,0.0,0.0,Iafbfaa9fd672b5ffd1d19a43dee03dfbfc6d3a2d,,,,
9a01d5389ac3235279f75256815e23e49ebc0c6a,John Bresnahan,John Bresnahan,2013-03-04 09:19:55-10:00,2013-03-04 09:36:29-10:00,106,0,62,1,1,9,9.0,9,0.0,True,57,0,0.0,0,1,True,6159,Flavio Percoco Premoli,1,False,1,1.0,0.0,0.0,0.0,Iafbfaa9fd672b5ffd1d19a43dee03dfbfc6d3a2d,,,,
9a01d5389ac3235279f75256815e23e49ebc0c6a,John Bresnahan,John Bresnahan,2013-03-04 09:19:55-10:00,2013-03-04 09:36:29-10:00,106,0,62,1,1,9,9.0,9,0.0,True,57,0,0.0,0,1,True,1132,Brian Waldon,2,False,2,1.0,0.0,0.0,0.0,Iafbfaa9fd672b5ffd1d19a43dee03dfbfc6d3a2d,,,,
9a1049f9f640acfbd819ff119505d51aebd477c9,Victor Sergeyev,Victor Sergeyev,2013-10-15 14:31:16+03:00,2013-11-25 17:16:48+02:00,20,29,159,1,1,16,16.0,16,0.0,False,45,4,348.75,1,0,False,6719,tatyana-leontovich,1,False,3,1.0,0.0,0.0,0.0,I6038adcfcb6b985736ac8d9374ac0a2fe1cdcc96,0.0,0.0,0.0,0.0
9a1049f9f640acfbd819ff119505d51aebd477c9,Victor Sergeyev,Victor Sergeyev,2013-10-15 14:31:16+03:00,2013-11-25 17:16:48+02:00,20,29,159,1,1,16,16.0,16,0.0,False,45,4,348.75,1,0,False,7884,Noboru Arai,1,False,3,1.0,0.0,0.0,0.0,I6038adcfcb6b985736ac8d9374ac0a2fe1cdcc96,0.0,0.0,0.0,0.0
9a1049f9f640acfbd819ff119505d51aebd477c9,Victor Sergeyev,Victor Sergeyev,2013-10-15 14:31:16+03:00,2013-11-25 17:16:48+02:00,20,29,159,1,1,16,16.0,16,0.0,False,45,4,348.75,1,0,False,6172,Boris Pavlovic,1,False,4,0.75,0.25,0.0,0.0,I6038adcfcb6b985736ac8d9374ac0a2fe1cdcc96,0.0,0.0,0.0,0.0
9a1049f9f640acfbd819ff119505d51aebd477c9,Victor Sergeyev,Victor Sergeyev,2013-10-15 14:31:16+03:00,2013-11-25 17:16:48+02:00,20,29,159,1,1,16,16.0,16,0.0,False,45,4,348.75,1,0,False,616,Mark Washenberger,2,False,3,1.0,0.0,0.0,0.0,I6038adcfcb6b985736ac8d9374ac0a2fe1cdcc96,0.0,0.0,0.0,0.5
9a1049f9f640acfbd819ff119505d51aebd477c9,Victor Sergeyev,Victor Sergeyev,2013-10-15 14:31:16+03:00,2013-11-25 17:16:48+02:00,20,29,159,1,1,16,16.0,16,0.0,False,45,4,348.75,1,0,False,6549,Zhi Yan Liu,2,False,5,1.0,0.0,0.0,0.0,I6038adcfcb6b985736ac8d9374ac0a2fe1cdcc96,0.0,0.0,0.0,0.25
9a1049f9f640acfbd819ff119505d51aebd477c9,Victor Sergeyev,Victor Sergeyev,2013-10-15 14:31:16+03:00,2013-11-25 17:16:48+02:00,20,29,159,1,1,16,16.0,16,0.0,False,45,4,348.75,1,0,False,8759,Arnaud Legendre,1,False,5,0.8,0.2,0.0,0.0,I6038adcfcb6b985736ac8d9374ac0a2fe1cdcc96,0.0,0.0,0.0,0.0
