hash,author_name,committer_name,author_date,commit_date,num_lines_added,num_lines_deleted,num_lines_of_code,num_file_impacted,num_dirs_impacted,min_complexity,mean_complexity,max_complexity,entropy,bug_fixing,description_length,prior_commits,num_prior_commits,avg_prior_age,num_prior_commits_bug_fixing,num_future_commits_bug_fixing,fix_inducing
1015f1ba85a8ea4852cf7141cf5c3c3b5bf5576b,Yaroslav Lobankov,Yaroslav Lobankov,2013-10-23,2013-10-23,8,10,88,2,2,4,7.5,11,0.9182958340544896,False,16,"['a3306d9177b0977148ce955a07f9f6e22b7f731d', 'b9f8ab615eeeea62d7ec6527c80c647bf8e2bf59']",2,14.0,0,0,False
8f3d1de9991af94befb0003c36109c065186506d,John Speidel,John Speidel,2013-10-21,2013-10-23,2745,2033,6660,24,8,5,35.785714285714285,98,0.7960289346414294,False,26,"['8c08b91980fce92c6fba3065e0e50a4e66543971', 'a57790da420f296ff4a184fd610cb7a516721d86', 'c6d5f000de1da3e12d817d482f7268cbbd7aad94', '4a3cab23b65313499ea2bd07090451b6df6589e6', 'f2ef149aac5568c2b41f8206cfd467984ba32198', '5ad60b29243fb802baa417f857834b0c40515dca', '2dc3c3a4bbee9e63026e1d26fa80e26ab5255010', '9444435cdde5a8cea5bc7f8d212dcde8d6c59dfe', 'bb1221cd3eea6981a59d3ab73b134acda71de750', '683f3e88b5d7c030c5dcb3c55cba08467f0d5f1b', '016546903408e58f11cc231c2a4ee8ef873e824b', 'b9f8ab615eeeea62d7ec6527c80c647bf8e2bf59', '267714855b8ab52ea085c89e7e671f328c41c879', '92926e0c183930b994343c87ce2a042f3c137168', '6d425a2e278f49546328050e468e3a559df859fa', '89dede938d07b0a9fd719c053c6510f76c070ce1', '233f21d82eba29449322ab6c07865f6bed708d82', 'f6cefaf068737384ba0e650940831720fe26644f', 'f2a4b321731571013ceb4e89b3402322e6998f71', 'cd27739bf172fccf0857f49ce5314a7b4e98c748', 'f9a7b209083734a37ca8a6c844c785bf95c46772', '842b93b554fd9f46044f0b2be981af011036d953', '31987454a9d81159c8ade1cb7eb38f57d25411a4']",23,57.52173913043478,16,26,True
dcd71964efc91c62d73a8ea2606a45f6845b3869,Matthew Farrellee,Matthew Farrellee,2013-10-24,2013-10-24,6,14,110,4,3,2,6.333333333333333,9,0.9288587345650742,False,6,"['134e241e9792ea61434fcf566eca61b7b0c517c4', 'bbcdab87d870dc050bda5d7eeeed34c4ca5465e5']",2,76.5,1,4,True
206f111fb05a8255576949fcd04d9514a1636edf,Yaroslav Lobankov,Yaroslav Lobankov,2013-10-23,2013-10-25,112,63,1140,6,4,6,20.0,51,0.59339032235106,False,24,"['5ea36bb47f6f963908d481996d06194bd6503256', '8c5e6b818caa5bc539351543e2bdcc6d81e8cdba', '233f21d82eba29449322ab6c07865f6bed708d82', '31987454a9d81159c8ade1cb7eb38f57d25411a4']",4,17.5,0,4,True
f9adc6c2e1e624f3c48031f7f3284dacf2e7c9bb,John Speidel,John Speidel,2013-10-28,2013-10-28,503,23,5504,6,3,8,58.0,116,0.7643154459626728,False,33,"['8f3d1de9991af94befb0003c36109c065186506d', '4a3cab23b65313499ea2bd07090451b6df6589e6']",2,55.5,0,9,True
819f4095c79764092837f1c0975b2b85eb5136cb,Dmitry Mescheryakov,Dmitry Mescheryakov,2013-10-30,2013-10-30,15,0,182,2,1,0,0.0,0,0.9967916319816366,True,22,[],0,0.0,0,2,True
fa49e483f6c74c92b1a69cd65bffdfae6d868558,Sergey Lukjanov,Sergey Lukjanov,2013-10-30,2013-10-30,4,7,18,1,1,0,0.0,0,0.0,False,7,"['aa35490c1e473ed3444a1f43f23d0852a9da47de', '9eaeb6ec9972f9cb80544abe4a52aae537b5da5f', 'd3e88a3afe3a307447b23dbea86b9964697ee459']",3,58.0,0,0,False
995abd497e518d161f6fdbb6d9978c418f123eab,Sergey Reshetnyak,Sergey Reshetnyak,2013-10-27,2013-10-31,29,8,660,2,1,65,84.5,104,0.9740248644357521,True,14,"['6bfc20e908c7be71dccbab3dd5803350788f87fd', '454a83f04aec4e8c2fa26bb0eb37f823b94aa5e5']",2,72.0,1,4,True
0c5dc0460cc4e608fa7063608f45fe21dfe3f34a,Trevor McKay,Trevor McKay,2013-10-30,2013-10-31,24,0,140,1,1,0,0.0,0,0.0,False,15,[],0,0.0,0,1,True
9afb5f60c9d0c3e8b773916fd3565715ba03781c,Jon Maron,Jon Maron,2013-10-21,2013-10-31,465,78,2232,15,12,4,40.44444444444444,88,0.6359730068783486,False,72,"['a57790da420f296ff4a184fd610cb7a516721d86', 'c6d5f000de1da3e12d817d482f7268cbbd7aad94', '8f3d1de9991af94befb0003c36109c065186506d', '89ea1a351521baf30b01a4abe6a5cdcd0f989a5f', '842b93b554fd9f46044f0b2be981af011036d953', '31987454a9d81159c8ade1cb7eb38f57d25411a4', '4083b017426a1954cff6005613f4df097a56dbe7', '31aa90a743f30b5e7c6af19f06ab38aca2581c47']",8,47.625,4,26,True
