reviewer_id,reviewer_name,reviewer_vote,reviewer_is_core,num_prior_votes,pct_prior_pos_votes,pct_prior_neg_votes,pct_prior_pos_votes_core,pct_prior_neg_votes_core,hash,change_id
679,Kevin L. Mitchell,1,False,0,0.0,0.0,0.0,0.0,88780460895ccf77747c2db4450919e9daa17020,Ic916a72f39516a06be27ea6c8ef69eb9e1a70936
693,Christopher MacGown,1,False,1,1.0,0.0,0.0,0.0,88780460895ccf77747c2db4450919e9daa17020,Ic916a72f39516a06be27ea6c8ef69eb9e1a70936
209,Josh Kearney,2,False,2,1.0,0.0,0.0,0.0,88780460895ccf77747c2db4450919e9daa17020,Ic916a72f39516a06be27ea6c8ef69eb9e1a70936
7,Jay Pipes,1,False,0,0.0,0.0,0.0,0.0,6eb28314591382366bb07e32b856420fc6cc82f2,I2da2b39efd0b1b192a490509a44cb1f641b86092
706,Brian Lamar,2,False,1,1.0,0.0,0.0,0.0,6eb28314591382366bb07e32b856420fc6cc82f2,I2da2b39efd0b1b192a490509a44cb1f641b86092
7,Jay Pipes,2,False,0,0.0,0.0,0.0,0.0,5650bd22b7926c8b40b3af5e9e190780ab6b7760,I815635ef618304123de89f6a10e97cd353e1237b
2,Monty Taylor,2,False,1,1.0,0.0,0.0,0.0,5650bd22b7926c8b40b3af5e9e190780ab6b7760,I815635ef618304123de89f6a10e97cd353e1237b
360,Dan Prince,1,False,1,1.0,0.0,0.0,0.0,1f28b6ca7efb9bed12052c10af71e57773693970,Ic21adf4865d0f481db9bd362cfaeeebd0942c974
7,Jay Pipes,2,False,1,1.0,0.0,0.0,0.0,1f28b6ca7efb9bed12052c10af71e57773693970,Ic21adf4865d0f481db9bd362cfaeeebd0942c974
455,Stuart McLaren,-1,False,0,0.0,0.0,0.0,0.0,49d67bd5051a7399d6108119ade54db92cae23f0,I2660b6e5a76cbfd43834384b129550b66bb9afce
7,Jay Pipes,2,False,2,0.5,0.5,0.0,0.0,49d67bd5051a7399d6108119ade54db92cae23f0,I2660b6e5a76cbfd43834384b129550b66bb9afce
360,Dan Prince,1,False,2,0.0,1.0,0.0,0.0,49d67bd5051a7399d6108119ade54db92cae23f0,I2660b6e5a76cbfd43834384b129550b66bb9afce
7,Jay Pipes,1,False,0,0.0,0.0,0.0,0.0,03372c77aa2fddd61cb9b90d9aff553f90ca15d5,Ia226c90bbd24d7804401a7c9e444387c78a0f542
1132,Brian Waldon,2,False,1,1.0,0.0,0.0,0.0,03372c77aa2fddd61cb9b90d9aff553f90ca15d5,Ia226c90bbd24d7804401a7c9e444387c78a0f542
7,Jay Pipes,2,False,1,1.0,0.0,0.0,0.0,6bf61e8ce1882ea0f448aaffb7de8a826f19ea6e,I9658c7458f3073b4bab93d0105d6ba174a4d0ca1
679,Kevin L. Mitchell,1,False,1,0.0,1.0,0.0,0.0,6bf61e8ce1882ea0f448aaffb7de8a826f19ea6e,I9658c7458f3073b4bab93d0105d6ba174a4d0ca1
679,Kevin L. Mitchell,2,False,2,1.0,0.0,0.0,0.0,1ab63ff5c97cfcbcebd993b57e209c0dd17c2ee8,I5dbc8584fb77e3e011fb6ff3532f792f5103e242
475,Rick Harris,1,False,1,1.0,0.0,0.0,0.0,1ab63ff5c97cfcbcebd993b57e209c0dd17c2ee8,I5dbc8584fb77e3e011fb6ff3532f792f5103e242
1132,Brian Waldon,1,False,2,1.0,0.0,0.0,0.0,1ab63ff5c97cfcbcebd993b57e209c0dd17c2ee8,I5dbc8584fb77e3e011fb6ff3532f792f5103e242
679,Kevin L. Mitchell,1,False,1,1.0,0.0,0.0,0.0,b183f43792e38f8210b15cac83a8a745938d22ae,I17c92e8ab37ef116d13e7b87719af4c0988450f9
209,Josh Kearney,2,False,1,1.0,0.0,0.0,0.0,b183f43792e38f8210b15cac83a8a745938d22ae,I17c92e8ab37ef116d13e7b87719af4c0988450f9
1132,Brian Waldon,2,False,2,1.0,0.0,0.0,0.0,b183f43792e38f8210b15cac83a8a745938d22ae,I17c92e8ab37ef116d13e7b87719af4c0988450f9
679,Kevin L. Mitchell,1,False,0,0.0,0.0,0.0,0.0,0e9c16dccf27cc4f85e6772e1d2abfd820af7756,I1d20f314fb7dd8c5462c1f1ff22161ab59c35016
360,Dan Prince,2,False,1,1.0,0.0,0.0,0.0,0e9c16dccf27cc4f85e6772e1d2abfd820af7756,I1d20f314fb7dd8c5462c1f1ff22161ab59c35016
679,Kevin L. Mitchell,1,False,0,0.0,0.0,0.0,0.0,d3e57489d82ad60d2860f10b59579958b1ae7443,If6e72c159209c073a4941b90c4a31fa054c84cd2
112,Jesse Andrews,1,False,1,1.0,0.0,0.0,0.0,d3e57489d82ad60d2860f10b59579958b1ae7443,If6e72c159209c073a4941b90c4a31fa054c84cd2
475,Rick Harris,1,False,2,1.0,0.0,0.0,0.0,d3e57489d82ad60d2860f10b59579958b1ae7443,If6e72c159209c073a4941b90c4a31fa054c84cd2
7,Jay Pipes,2,False,3,1.0,0.0,0.0,0.0,d3e57489d82ad60d2860f10b59579958b1ae7443,If6e72c159209c073a4941b90c4a31fa054c84cd2
679,Kevin L. Mitchell,1,False,0,0.0,0.0,0.0,0.0,37fc2b00c0a8dd67221d83697609913aa78d89c7,I7916783d863e5184bad8293c3aed5ba119e374a9
7,Jay Pipes,2,False,1,1.0,0.0,0.0,0.0,37fc2b00c0a8dd67221d83697609913aa78d89c7,I7916783d863e5184bad8293c3aed5ba119e374a9
679,Kevin L. Mitchell,2,False,1,1.0,0.0,0.0,0.0,98b1ef337ee63f239829b44aec4d05cea99f98ad,Ic8b78be5dce2281c80372ed446499f6d0bc07f40
7,Jay Pipes,2,False,1,1.0,0.0,0.0,0.0,98b1ef337ee63f239829b44aec4d05cea99f98ad,Ic8b78be5dce2281c80372ed446499f6d0bc07f40
7,Jay Pipes,-1,False,0,0.0,0.0,0.0,0.0,ba44d1c384c58ae8059a44c0ef0afaacba40225f,I1d2be5630ab61d29b8948ff88d58e6e1b11c2e5f
679,Kevin L. Mitchell,1,False,1,0.0,1.0,0.0,0.0,ba44d1c384c58ae8059a44c0ef0afaacba40225f,I1d2be5630ab61d29b8948ff88d58e6e1b11c2e5f
1132,Brian Waldon,1,False,2,0.5,0.5,0.0,0.0,ba44d1c384c58ae8059a44c0ef0afaacba40225f,I1d2be5630ab61d29b8948ff88d58e6e1b11c2e5f
360,Dan Prince,2,False,3,0.6666666666666666,0.3333333333333333,0.0,0.0,ba44d1c384c58ae8059a44c0ef0afaacba40225f,I1d2be5630ab61d29b8948ff88d58e6e1b11c2e5f
679,Kevin L. Mitchell,1,False,0,0.0,0.0,0.0,0.0,002d711fb7f16a6d5c7977e82e30837287b553b8,I3a86fc01fc76825d6d1e86af882eb8245828ce5f
7,Jay Pipes,1,False,1,1.0,0.0,0.0,0.0,002d711fb7f16a6d5c7977e82e30837287b553b8,I3a86fc01fc76825d6d1e86af882eb8245828ce5f
